nev_name,min_pollination_diff_1992_2020,max_pollination_diff_1992_2020,count_pollination_diff_1992_2020,nodata_count_pollination_diff_1992_2020,valid_count_pollination_diff_1992_2020,sum_pollination_diff_1992_2020,stdev_pollination_diff_1992_2020,p5_pollination_diff_1992_2020,p95_pollination_diff_1992_2020,min_sed_ret_ratio_diff_1992_2020,max_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,nodata_count_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,sum_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,min_sed_export_diff_1992_2020,max_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,nodata_count_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,sum_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,min_coastal_risk_esa_diff_1992_2020,max_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,nodata_count_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,sum_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,min_usle_diff_1992_2020,max_usle_diff_1992_2020,count_usle_diff_1992_2020,nodata_count_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,sum_usle_diff_1992_2020,stdev_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,min_n_ret_ratio_diff_1992_2020,max_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,nodata_count_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,sum_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,min_n_retention_diff_1992_2020,max_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,nodata_count_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,sum_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,min_nature_access_diff_1992_2020,max_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,nodata_count_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,sum_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,min_n_export_diff_1992_2020,max_n_export_diff_1992_2020,count_n_export_diff_1992_2020,nodata_count_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,sum_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Iran,-28.811646,29.51338,20235130,19636,20215494,1.2380878e+06,0.8814386252274524,0.0,0.0,nan,nan,20235218,0,20235218,nan,nan,nan,nan,-27733.082,29102.229,20235218,9549566,10685652,2.144904e+07,85.0533917310432,-1.250640869140625,3.901821899414017,-3.1068044,2.0336711,20235056,20234719,337,9.259034,0.40289341822442815,-0.13803964853286743,0.2832348346710205,-107485.03,119510.76,20235218,9453266,10781952,8.808263e+07,325.86897695017825,0.0,0.6368547201156591,nan,nan,20235331,0,20235331,nan,nan,nan,nan,-1987.5566,3110.2324,20235334,1519966,18715368,7.327279e+07,51.9456114627094,-0.861781883239745,0.011921556293964297,-1.560196e+07,1.5280279e+07,418121,20002,398119,-1.1370762e+09,198768.09367005609,0.0,0.0,-985.7365,2000.9116,20235334,1519966,18715368,3.1250806e+07,19.737269082541808,-0.008060225564986447,1.0743408203125
Iraq,-17.528034,3.8978727,5463794,476,5463318,-1380.7552,0.059042681917816725,0.0,0.0,nan,nan,5463918,0,5463918,nan,nan,nan,nan,-14669.869,15097.5205,5463918,2984956,2478962,-371667.75,28.095292334356543,-0.3554755166172981,0.22926692962646378,-0.09496245,-0.04748122,5463569,5463560,9,-0.7596996,0.01973982044086181,-0.09496244788169861,-0.047481220215559006,-48772.527,50280.535,5463918,2984491,2479427,854751.7,113.0948779942833,0.0,0.0,nan,nan,5464029,0,5464029,nan,nan,nan,nan,-3679.3494,3294.6597,5464028,577459,4886569,-9.430416e+06,108.16369870791323,-0.035042190551757724,0.00014440901577472687,-6.3928465e+06,6.06493e+06,86628,106,86522,-1.2263415e+08,64129.19041907122,0.0,0.0,-1832.8427,1973.1049,5464028,577459,4886569,1.5331382e+06,40.750752765131026,-0.00027425149455666525,0.005073039419948937
Ireland,-10.302574,10.299429,1233794,17073,1216721,1623.1495,0.35707721964393035,0.0,0.0,nan,nan,1233819,0,1233819,nan,nan,nan,nan,-786.92126,869.69147,1233819,255854,977965,-39371.727,4.490903915411741,-0.024786901473999017,0.006276324391365051,-2.9382868,5.5586905,1233373,1229361,4012,123.5006,0.603869615514732,-0.4243316352367401,1.0442406594753266,-14423.918,13386.989,1233819,67485,1166334,-836893.56,81.62148401978857,0.0,0.0,nan,nan,1233826,0,1233826,nan,nan,nan,nan,-973.3339,884.8827,1233826,282823,951003,537950.4,39.12355604761856,-0.5326457977294922,0.06785602569579918,-2.400361e+06,2.3237842e+06,17420,694,16726,-1.581211e+08,144226.2613862583,0.0,0.0,-295.52103,340.50537,1233826,282823,951003,198066.34,9.7546079241642,-0.2005016803741455,0.23757858276367116
Isle of Man,0.0,0.0,10657,375,10282,0.0,0.0,0.0,0.0,nan,nan,10661,0,10661,nan,nan,nan,nan,,,10661,10661,0,0.0,,,,-0.120043695,-0.058284,10665,10661,4,-0.36013108,0.030036074737984995,-0.12004369497299194,-0.05880535561591387,-1498.2655,1438.5914,10661,1448,9213,-15285.6875,46.262503601523896,0.0,0.0,nan,nan,10662,0,10662,nan,nan,nan,nan,,,10662,10662,0,0.0,,,,-99684.734,0.0,78,2,76,-199369.47,15956.804612219157,0.0,0.0,,,10662,10662,0,0.0,,,
Israel,-50.89027,58.94692,349878,696,349182,78864.03,3.0541828896138954,0.0,0.23866498470306396,nan,nan,349910,0,349910,nan,nan,nan,nan,-3479.6284,2345.4915,349910,153512,196398,-741735.1,38.051404753832855,-12.578903245925902,0.04518938064575195,-0.06582544,0.06413305,349874,349869,5,0.18869463,0.05178804428002595,-0.04023617058992386,0.06413304805755615,-17756.875,10910.304,349910,141117,208793,-4.283689e+06,236.13665842318846,-40.106275177001955,0.0,nan,nan,349913,0,349913,nan,nan,nan,nan,-2443.8584,2105.353,349913,57834,292079,-3.5443848e+06,150.07837554541638,-0.16430969238281246,0.0025434568524360587,-4.971073e+06,4.268446e+06,4617,13,4604,-1.1907119e+07,242565.83657935364,0.0,0.0,-1257.7789,1245.7671,349913,57834,292079,-677321.3,43.50804528278051,-0.0012712007388472545,0.3921017169952365
Italy,-41.376972,41.94219,4312607,19919,4292688,67128.89,2.449084121162485,-0.0753376267850399,0.0,nan,nan,4312532,0,4312532,nan,nan,nan,nan,-46553.92,47047.207,4312532,435679,3876853,9.730442e+06,250.5088170826082,-15.645233726501464,18.892169189452986,-2.8075485,3.7804494,4312684,4309491,3193,155.76518,0.4921855905769655,-0.42737678289413444,0.27170467376708984,-155482.48,258168.55,4312532,112525,4200007,3.9733164e+07,1443.7570813310942,0.0,0.0,nan,nan,4312552,0,4312552,nan,nan,nan,nan,-1720.5927,2067.0457,4312552,557675,3754877,-9.488061e+06,106.21805523197038,-4.720664978027343,5.228340148925699,-7.14156e+06,7.504298e+06,68535,2042,66493,1.1782089e+08,351660.30247456155,0.0,0.0,-677.8546,712.559,4312552,557675,3754877,427920.72,26.695301836794872,-1.0887970924377441,3.7712894439696747
Ivory Coast,-1.6323072,1.7793661,3419008,2626,3416382,24415.918,0.08848172938606638,0.0,0.017710805032402247,nan,nan,3419127,0,3419127,nan,nan,nan,nan,-27785.871,43762.105,3419127,38127,3381000,1.9944552e+07,181.9595810159217,-2.130662453174591,7.790761375427241,-4.475173,4.1233783,3417361,3415376,1985,-76.584946,0.9817803629519442,-2.309290647506714,1.5104340791702258,-110562.04,344668.4,3419127,26123,3393004,1.3939203e+08,1279.001430891376,0.0,0.0,nan,nan,3419148,0,3419148,nan,nan,nan,nan,-175.81477,164.37762,3419143,140810,3278333,4.526264e+06,14.012080078500796,-2.99742202758789,6.121646118164062,-4.7774355e+06,4.668615e+06,27667,990,26677,-1.5479136e+08,156268.38383166306,0.0,0.0,-105.534424,105.52369,3419143,140810,3278333,892107.5,5.219354479866024,-4.510685539245605,5.920579910278313
Jamaica,-54.473072,54.467175,123974,2499,121475,-61901.625,8.013840730743985,-10.967535018920898,0.0,nan,nan,123990,0,123990,nan,nan,nan,nan,-12198.684,41385.047,123990,32798,91192,2.8781512e+06,369.5245813920596,-0.019646080210804936,86.66679649353,-1.6373,1.4851888,123987,121299,2688,-56.941605,0.18771864478955702,-0.11728672981262209,0.08365992605686187,-212229.9,228257.64,123990,7051,116939,2.8146732e+07,3171.7266299606754,0.0,669.542449951166,nan,nan,123981,0,123981,nan,nan,nan,nan,-797.0476,926.7482,123980,34013,89967,1.4972645e+06,80.67245861550349,-1.0918807983398418,209.55424957275332,-1.6654372e+06,1.2091096e+06,2798,166,2632,-1.4086706e+08,256360.69717739397,-267112.6,0.0,-175.71445,229.15076,123980,34013,89967,296629.94,15.552884630934846,0.0,25.689087677001947
Japan,-119.06845,120.67961,5000881,71413,4929468,993111.0,4.822760043848087,0.0,0.023646265082059973,nan,nan,5000956,0,5000956,nan,nan,nan,nan,-112705.89,80271.47,5000956,921345,4079611,4.365668e+07,446.9165037233415,-8.541778564453125,26.328655242919922,-5.049266,6.8400264,5000932,4979815,21117,759.4333,0.7005712650646665,-0.24213409423828125,0.31485486030578613,-375825.03,523392.8,5000956,273902,4727054,5.3779544e+07,2765.21542588205,0.0,0.0,nan,nan,5000969,0,5000969,nan,nan,nan,nan,-1603.9368,1645.0157,5000971,1059019,3941952,-5.407763e+06,106.08978315955315,-11.324137496948234,3.814697265625e-06,-3.2007194e+07,2.3043778e+07,93215,5611,87604,-1.2995629e+09,628372.4435725403,0.0,0.0,-744.9587,807.2893,5000971,1059019,3941952,5.9746605e+06,33.22003343491701,0.0,8.604778289794922
Jersey,0.0,0.0,2239,298,1941,0.0,0.0,0.0,0.0,nan,nan,2242,0,2242,nan,nan,nan,nan,,,2242,2242,0,0.0,,,,,,2251,2251,0,0.0,,,,-1500.6472,209.3609,2242,722,1520,-14206.078,89.45619394618224,-9.105466842651367,0.0,nan,nan,2243,0,2243,nan,nan,nan,nan,,,2243,2243,0,0.0,,,,0.0,0.0,13,7,6,0.0,0.0,0.0,0.0,,,2243,2243,0,0.0,,,
Jordan,-27.620035,50.73084,1094576,50,1094526,12828.29,0.8452405901683231,0.0,0.0,nan,nan,1094647,0,1094647,nan,nan,nan,nan,-4919.8604,7806.802,1094647,672837,421810,-171207.72,28.831950949283215,-0.29888988733291616,0.0,,,1094477,1094477,0,0.0,,,,-20893.465,19749.746,1094647,668910,425737,-1.020426e+06,119.19600751800581,0.0,0.0,nan,nan,1094732,0,1094732,nan,nan,nan,nan,-625.47095,682.7094,1094730,60062,1034668,-52062.223,10.353946449663434,0.0,0.00024007596075534612,-6.982152e+06,8.2400225e+06,12420,0,12420,-6.22248e+07,308851.7038564715,0.0,0.0,-218.61124,220.61165,1094730,60062,1034668,41675.543,3.6514225287656794,-0.0001636772416532039,0.0
Kazakhstan,-14.612925,14.863473,42840061,0,42840061,-41157.67,0.1365690792350787,0.0,0.0,nan,nan,42840479,0,42840479,nan,nan,nan,nan,-13988.684,21014.15,42840479,3042667,39797812,-1.4731966e+06,30.456892200897386,-0.22782278060913083,0.0755026713013649,,,42828211,42828211,0,0.0,,,,-79698.85,86646.68,42840479,2536304,40304175,1.4127239e+07,160.9319727806853,-1.003042459487915,0.13916945457458496,nan,nan,42840692,0,42840692,nan,nan,nan,nan,-1670.5225,1854.5902,42840691,3919621,38921070,7.899458e+07,20.338181387319512,-0.10027313232421875,9.026931762695312,-4.0440332e+06,3.9543405e+06,579792,1271,578521,-1.5540813e+08,24710.88895515931,-1.0616703033447266,0.0,-714.254,552.0579,42840691,3919621,38921070,1.3031006e+07,6.022645672373418,-1.595198154449463,1.861073851585381
Kenya,-9.659624,9.659624,6175502,3659,6171843,11851.559,0.11890946007387006,0.0,0.0,nan,nan,6175602,0,6175602,nan,nan,nan,nan,-35192.902,51310.855,6175602,230167,5945435,-1.3494307e+07,183.0855060157038,-5.4093574523925785,0.2877822399139398,-2.0288775,1.8604358,6175501,6174579,922,30.773687,0.24827823998155985,-0.40111855268478375,0.45595526695251465,-232726.3,316252.22,6175602,198790,5976812,-8.264618e+07,1011.9269740959434,0.0,0.0,nan,nan,6175621,0,6175621,nan,nan,nan,nan,-195.85535,193.21834,6175625,324206,5851419,3.1176382e+06,7.5391683091032995,0.0,3.6615657806396413,-8.909351e+06,8.86119e+06,100880,502,100378,-4.6810026e+08,291522.8132082044,0.0,0.0,-114.06069,112.25992,6175625,324206,5851419,751283.2,4.032052893004848,-1.3532167434692381,0.011540460586547674
Kiribati,,,16026,16026,0,0.0,,,,nan,nan,16026,0,16026,nan,nan,nan,nan,,,16026,16026,0,0.0,,,,-1.9073486e-06,1.9073486e-06,16017,15926,91,1.9550323e-05,7.798514566259126e-07,-9.5367431640625e-07,1.430511474609375e-06,0.0,0.0,16026,15785,241,0.0,0.0,0.0,0.0,nan,nan,16026,0,16026,nan,nan,nan,nan,,,16028,16028,0,0.0,,,,,,349,349,0,0.0,,,,,,16028,16028,0,0.0,,,
Kuwait,-9.536743e-07,50.363697,211092,2362,208730,3977.946,0.7369926082592436,0.0,0.0,nan,nan,211152,0,211152,nan,nan,nan,nan,-32.560307,6.1583486,211152,197219,13933,-710.9389,1.0098511050079233,-0.3546583175659179,0.44385230541229226,-0.09803839,0.60514045,211070,211052,18,2.841426,0.2631847953952747,-0.09803839027881622,0.6051404476165771,-110.6357,17.240292,211152,192511,18641,-35900.86,7.870505687725285,-13.495882034301758,0.0,nan,nan,211150,0,211150,nan,nan,nan,nan,-30.44684,35.77554,211147,43270,167877,-6273.203,3.2648813798642795,-0.0009170591831207276,0.0,-2.1444085e+06,370.7539,3815,327,3488,-3.3971976e+07,122736.44197523399,0.0,0.0,-14.786716,24.784174,211147,43270,167877,8135.389,1.4229939389606188,0.0,0.0009132735431194295
Kyrgyzstan,-18.26978,17.608402,2758312,0,2758312,-10127.377,0.683224950090885,0.0,0.0,nan,nan,2758347,0,2758347,nan,nan,nan,nan,-54645.14,30581.43,2758347,213481,2544866,8.557271e+06,307.07535932472473,-26.646316528320312,32.1480131149292,,,2758309,2758309,0,0.0,,,,-183304.89,104420.92,2758347,206563,2551784,7.446198e+07,1296.8020275065176,0.0,0.0,nan,nan,2758381,0,2758381,nan,nan,nan,nan,-1753.4406,1598.4637,2758381,244376,2514005,178961.39,13.622837676657628,-5.336883544921875,2.7457351684570312,-2.8229712e+06,1.5083575e+06,38830,0,38830,-2.6292e+07,36445.94849159252,0.0,0.0,-721.5126,615.9667,2758381,244376,2514005,631239.06,5.974558851176017,-1.9305009841918945,3.691425323486328
Laos,-4.851084,4.8519206,2550223,0,2550223,-1696.6136,0.06986379093469987,0.0,0.0,nan,nan,2550385,0,2550385,nan,nan,nan,nan,-154951.67,185403.11,2550385,8311,2542074,2.812684e+07,415.9992938090024,-24.25706977844238,35.648903465271076,,,2550160,2550160,0,0.0,,,,-573893.44,519822.5,2550385,6929,2543456,1.0502832e+08,2487.8666450152523,-60.39575481414795,138.04812240600586,nan,nan,2550400,0,2550400,nan,nan,nan,nan,-1278.5728,1236.5167,2550398,94760,2455638,1.2490488e+06,14.767186077092505,-5.170098114013671,8.101043510437007,-375013.38,288715.12,29203,0,29203,-1.7464148e+07,9342.288700757541,0.0,0.0,-579.31903,521.17755,2550398,94760,2455638,883785.9,4.497460899272072,-0.822069525718689,3.392735838890073
Latvia,-11.3775,11.3783045,1238699,3932,1234767,-34762.84,0.7641035542616895,-0.019299657084047794,0.0,nan,nan,1238719,0,1238719,nan,nan,nan,nan,-58.99934,76.919365,1238719,54158,1184561,53440.32,0.4362359401697781,-0.006425827741622925,0.24042247235774994,-4.157732,3.1948056,1238796,1237817,979,-372.13684,0.841942026650015,-1.9230082035064697,0.07793474197387695,-342.73334,370.82684,1238719,16362,1222357,669628.4,4.815266598379349,0.0,2.8817505836486816,nan,nan,1238735,0,1238735,nan,nan,nan,nan,-325.40536,344.19257,1238735,98896,1139839,4.3462285e+06,24.972631338462694,-3.893320083618164,13.187107467651247,-960829.3,948975.6,15091,1115,13976,-5.6905856e+07,56829.20578213407,0.0,0.0,-102.90572,153.2499,1238735,98896,1139839,1.2710574e+06,5.797418829144811,-7.867813110351562e-06,9.403456974029508
Lebanon,-77.34182,101.43009,130670,1411,129259,35343.027,3.435434263567119,-9.5367431640625e-07,0.8435512363910422,nan,nan,130677,0,130677,nan,nan,nan,nan,-24217.709,4448.3325,130677,15850,114827,-483206.72,209.59129311639356,-15.583630371093747,15.303265380859374,0.041804194,3.0076041,130650,130634,16,9.132299,1.0907396785917085,0.04180419445037842,2.817572295665741,-105137.766,23987.914,130677,6694,123983,-5.1957495e+06,874.5786284436808,0.0,0.0,nan,nan,130688,0,130688,nan,nan,nan,nan,-2175.5557,2172.475,130688,17567,113121,73869.89,86.04661101391892,-10.518142700195312,1.63116455078125,-4.034065e+06,3.8672855e+06,1418,88,1330,-2.2946252e+07,359064.6093874978,0.0,0.0,-959.824,736.07404,130688,17567,113121,260334.19,31.648323036573327,-0.0733642578125,11.854843139648438
Lesotho,-2.4589357,2.4583602,368556,0,368556,125.823784,0.05377399753781238,0.0,0.0,nan,nan,368587,0,368587,nan,nan,nan,nan,-15068.057,15847.713,368587,295,368292,3.6252108e+06,181.14651327509077,-6.246213531494142,32.720199584960994,,,368549,368549,0,0.0,,,,-72039.164,84985.21,368587,244,368343,1.6451799e+07,908.8725514308819,0.0,0.0,nan,nan,368611,0,368611,nan,nan,nan,nan,-831.46326,854.3578,368614,15707,352907,771767.25,30.42544941410173,-9.101345062255861,4.528763580322288,-775496.8,768779.44,3408,0,3408,-6.979446e+07,112187.99258508606,0.0,0.0,-389.25745,570.502,368614,15707,352907,609950.8,13.814589949353497,-0.5414016723632815,14.120276737213146
Liberia,-1.1503944,0.87315756,1017044,2025,1015019,3696.9888,0.03582839693046037,0.0,0.022553686983883353,nan,nan,1017065,0,1017065,nan,nan,nan,nan,-23638.027,78706.82,1017065,31025,986040,1.4336409e+07,225.08630086524195,-0.09716808795928954,57.29184799194334,-3.2301798,2.8486288,1017117,1016162,955,110.77955,0.7589696640461785,-0.7580335140228271,1.8839639067649836,-85363.04,271699.88,1017065,9660,1007405,7.638066e+07,1137.0329977050762,0.0,360.09862060546726,nan,nan,1017061,0,1017061,nan,nan,nan,nan,-130.01363,142.07945,1017060,84202,932858,1.2322802e+06,10.844492105482367,-5.188113212585448,9.550540924072244,-1.4929118e+06,433262.9,11738,171,11567,-6.1167932e+07,67609.13539832881,-1249.2775268554685,0.0,-82.10562,76.6077,1017060,84202,932858,945206.25,3.8931744328176237,0.0,7.25232672691345
Libya,-44.708595,44.74952,19091830,13392,19078438,122435.336,0.5030837446299508,0.0,0.0,nan,nan,19091942,0,19091942,nan,nan,nan,nan,-517.5996,1713.2305,19091942,17776526,1315416,-7037.7974,3.1290331138098026,-0.0016522705554962158,0.012850046157836914,-3.3573806,0.41280422,19091420,19090905,515,-178.23566,0.9583877595464214,-2.722137928009033,0.14840343594551086,-5614.523,18811.938,19091942,17726048,1365894,1.2045305e+06,78.88684715528711,0.0,0.0,nan,nan,19091973,0,19091973,nan,nan,nan,nan,-1957.4636,2173.0696,19091967,1367020,17724947,1.166202e+06,6.045723961124117,0.0,0.0,-2.1772058e+06,722596.44,196245,386,195859,-7.597884e+07,23335.816228782805,0.0,0.0,-578.46185,616.11035,19091967,1367020,17724947,1.03698344e+06,2.4000200404533873,0.0,0.0
Liechtenstein,-59.46889,59.792946,2441,0,2441,139.94373,5.570085496131449,0.0,0.0,nan,nan,2446,0,2446,nan,nan,nan,nan,-1433.43,3547.0752,2446,0,2446,26779.55,130.89047759432623,-2.6606634855270386,61.0067195892334,,,2440,2440,0,0.0,,,,-17870.186,23082.277,2446,0,2446,-90169.74,1136.2965989987892,-20.047019958496094,170.87228393554688,nan,nan,2447,0,2447,nan,nan,nan,nan,-749.48083,899.1415,2447,331,2116,6556.728,74.71437184142512,-5.179039001464844,9.491924285888672,0.0,0.0,8,0,8,0.0,0.0,0.0,0.0,-434.78345,359.48438,2447,331,2116,2057.853,26.102103736557225,0.0,9.645220756530762
Lithuania,-9.792664,11.423599,1194257,1669,1192588,57374.555,1.0713674953173447,-0.8150414228439331,0.14568431973457335,nan,nan,1194246,0,1194246,nan,nan,nan,nan,-77.698654,49.102974,1194246,15533,1178713,-29437.652,0.5237246669553366,-0.1478344857692718,0.03251908719539642,-1.5360639,1.2506697,1194180,1193652,528,28.711117,0.38475783753285797,-0.5320125222206116,1.0833967745304107,-721.87573,428.0679,1194246,7515,1186731,-276498.03,4.4788821968055155,-1.235447347164154,0.0,nan,nan,1194244,0,1194244,nan,nan,nan,nan,-424.82504,411.1536,1194244,52035,1142209,-1.30777e+06,23.468421063602566,-5.20897102355957,2.9449584960937383,-556459.06,587601.7,9580,5,9575,5.741783e+07,54069.81375355777,0.0,0.0,-159.59875,173.24231,1194244,52035,1142209,-194419.84,5.4453976116010105,-3.960858964920044,1.1834776401519478
Luxembourg,-14.025693,14.14032,41771,0,41771,956.1365,0.5774354554534054,0.0,0.0054292939603328705,nan,nan,41775,0,41775,nan,nan,nan,nan,-924.39325,799.2827,41775,16,41759,-20079.193,14.279050113076872,-1.9494424819946286,1.6263875961303704,,,41771,41771,0,0.0,,,,-3551.0405,6455.949,41775,16,41759,-116412.28,80.26554561128802,-7.38464293479919,4.6704639434814315,nan,nan,41773,0,41773,nan,nan,nan,nan,-1191.6753,992.07904,41773,16344,25429,-63801.46,53.09466429355643,-3.1307844161987304,5.599050521850586,-602011.4,598378.0,616,0,616,3.7096005e+06,117672.77348199583,0.0,0.0,-333.49814,201.33827,41773,16344,25429,3860.467,7.2257345161608475,-3.719329833984375e-05,3.455737066268913
Macao S.A.R,0.0,0.0,442,252,190,0.0,0.0,0.0,0.0,nan,nan,444,0,444,nan,nan,nan,nan,,,444,444,0,0.0,,,,,,447,447,0,0.0,,,,,,444,444,0,0.0,,,,nan,nan,442,0,442,nan,nan,nan,nan,,,442,442,0,0.0,,,,,,4,4,0,0.0,,,,,,442,442,0,0.0,,,
Macedonia,-5.615162,6.2409363,348645,0,348645,8377.493,0.29873625911866575,-0.10513602495193482,0.23798671662807463,nan,nan,348669,0,348669,nan,nan,nan,nan,-8622.91,8999.7295,348669,6799,341870,-2.1789378e+06,101.1743257427326,-37.67663993835449,0.3540846377611151,,,348607,348607,0,0.0,,,,-36907.83,68057.82,348669,6170,342499,-1.1916938e+07,844.5774677374758,-236.79459075927716,0.0,nan,nan,348675,0,348675,nan,nan,nan,nan,-758.9866,836.2827,348675,15954,332721,-546584.25,42.033968130670004,-5.2119903564453125,1.1742210388183594,-92756.29,124192.305,2566,0,2566,1.6554589e+06,8066.6669915232505,0.0,114.33100318908691,-295.353,327.23553,348675,15954,332721,-342161.0,11.517375001952828,-2.1162831783294678,0.0015411376953125
Madagascar,-1.501959,1.501959,6644827,45281,6599546,2169.9302,0.04596280484338522,0.0,0.0,nan,nan,6644902,0,6644902,nan,nan,nan,nan,-57173.37,115093.94,6644902,309505,6335397,9.697477e+07,355.8264114013018,-1.083194208145141,3.4290130615234062,-2.650149,2.760349,6644898,6638885,6013,-92.582794,0.5296251067648525,-0.8036388158798218,0.9216715097427368,-289002.94,614566.3,6644902,116852,6528050,6.5177165e+08,2468.5550695130623,0.0,0.0,nan,nan,6644902,0,6644902,nan,nan,nan,nan,-92.69497,125.30128,6644902,510868,6134034,261423.86,3.072840489607478,-0.96649169921875,2.602295303344718,-2.99313e+06,507918.12,148507,1778,146729,-1.0837451e+08,43488.018080478265,0.0,0.0,-45.353836,41.34878,6644902,510868,6134034,287229.1,1.4901364728072344,-0.8333152294158935,0.942111372947692
Malawi,-3.2412508,3.3270228,1275059,0,1275059,18244.066,0.16497057453034553,-0.07287828996777534,0.16765767484903332,nan,nan,1275181,0,1275181,nan,nan,nan,nan,-50220.21,160281.25,1275181,251175,1024006,5.9766776e+07,581.2814076280813,-7.701945543289185,210.77350997924805,,,1275069,1275069,0,0.0,,,,-715738.1,1.2571844e+06,1275181,251175,1024006,2.72926e+08,4262.8128142521355,0.0,953.1074066162109,nan,nan,1275184,0,1275184,nan,nan,nan,nan,-598.77783,907.3908,1275189,148420,1126769,1.4082158e+07,53.08159780092192,-26.635955810546875,143.91397705078103,-2.8420672e+06,2.7645972e+06,13924,0,13924,-1.2855716e+09,370983.4803094875,-687709.546875,0.0,-197.41902,342.32208,1275189,148420,1126769,8.0281065e+06,18.22659162197535,-1.8171281814575195,44.832190704345614
Malaysia,-13.835121,13.835194,3506123,28970,3477153,239482.92,1.2016261497571477,-0.8788722395896912,1.3351849555969215,nan,nan,3506327,0,3506327,nan,nan,nan,nan,-50521.98,87184.2,3506327,337474,3168853,-265286.9,479.2674519409039,-11.648016929626463,28.532897567748982,-4.138818,4.4809217,3506011,3496495,9516,-476.13452,0.8228172807489131,-1.8652051389217377,0.7552602887153625,-336078.56,628522.4,3506327,100438,3405889,-1.232485e+08,4323.382876920525,-73.1860839843749,236.88184509277042,nan,nan,3506354,0,3506354,nan,nan,nan,nan,-1196.6497,1133.9467,3506369,470342,3036027,-3.102442e+06,218.96728415937952,-47.34400367736816,9.946902465820298,-8.631958e+06,8.636242e+06,86372,4415,81957,-3.184132e+08,227370.91275205763,-48.39266662597656,0.0,-586.79877,573.9113,3506369,470342,3036027,-270228.4,31.342862905899327,-7.149305629730224,30.558416748046724
Maldives,,,4171,4171,0,0.0,,,,nan,nan,4188,0,4188,nan,nan,nan,nan,,,4188,4188,0,0.0,,,,,,4154,4154,0,0.0,,,,,,4188,4188,0,0.0,,,,nan,nan,4188,0,4188,nan,nan,nan,nan,,,4188,4188,0,0.0,,,,0.0,0.0,57,54,3,0.0,0.0,0.0,0.0,,,4188,4188,0,0.0,,,
Mali,-0.534244,0.6545485,13810089,0,13810089,1780.1672,0.007171537660369673,0.0,0.0,-0.026501358,0.01221472,13810063,0,13810063,nan,nan,nan,nan,-20150.645,10560.493,13810063,7619404,6190659,1.883782e+06,29.907239184816493,-1.5488378524780269,2.6863475799560383,,,13808560,13808560,0,0.0,,,,-69378.56,73436.336,13810063,7615369,6194694,9.114751e+06,215.25497035665407,-9.513195800781247,7.1299334526061635,-0.0052602887,0.07271391,13810144,0,13810144,nan,nan,nan,nan,-118.371765,166.28061,13810144,809274,13000870,7.203813e+06,4.6671938815575595,0.0,4.471899461746196,-3.237936e+06,3.206006e+06,137376,58,137318,-7.7457325e+08,126821.31891986376,0.0,0.0,-58.163406,92.30573,13810144,809274,13000870,1.2091244e+06,2.1057159113676613,-0.02204908132553099,0.6727224707603452
