nev_name,avg_n_export_diff_1992_2020_ha,stdev_n_export_diff_1992_2020_ha,valid_count_n_export_diff_1992_2020_ha,count_n_export_diff_1992_2020_ha,p5_n_export_diff_1992_2020_ha,p95_n_export_diff_1992_2020_ha,avg_n_retention_ratio_diff_1992_2020,stdev_n_retention_ratio_diff_1992_2020,valid_count_n_retention_ratio_diff_1992_2020,count_n_retention_ratio_diff_1992_2020,p5_n_retention_ratio_diff_1992_2020,p95_n_retention_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020_ha,stdev_sed_export_diff_1992_2020_ha,valid_count_sed_export_diff_1992_2020_ha,count_sed_export_diff_1992_2020_ha,p5_sed_export_diff_1992_2020_ha,p95_sed_export_diff_1992_2020_ha,avg_realized_polllination_on_ag_1992_2020_diff_ha,stdev_realized_polllination_on_ag_1992_2020_diff_ha,valid_count_realized_polllination_on_ag_1992_2020_diff_ha,count_realized_polllination_on_ag_1992_2020_diff_ha,p5_realized_polllination_on_ag_1992_2020_diff_ha,p95_realized_polllination_on_ag_1992_2020_diff_ha,avg_sed_retention_ratio_diff_1992_2020,stdev_sed_retention_ratio_diff_1992_2020,valid_count_sed_retention_ratio_diff_1992_2020,count_sed_retention_ratio_diff_1992_2020,p5_sed_retention_ratio_diff_1992_2020,p95_sed_retention_ratio_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020
Tunisia,0.31926641109584947,2.9755979602786433,1611882,1968494,-1.9721390890481414e-05,0.38658491969108566,-0.004339859427858436,0.179717183970411,673970,1968494,-0.2794136941432953,0.2720353543758366,,,0,1968522,,,0.17754953860325648,0.5699851974246704,169079,1968556,-0.15910372734069828,1.3221793055534372,-0.0002660486921342223,0.010039377720977192,765799,1968522,-0.007669466733932494,0.0053696990013122475,-2013.524174693725,55615.685486764625,42772,43185,0.0,0.0
Turkey,0.22990289851022186,3.7642209426421944,9625393,10556465,-0.08893559128046036,0.539758145809174,0.001512662300511,0.10101309402484995,9072994,10556465,-0.038844209909439084,0.06241490542888639,,,0,10556454,,,0.01844148604504669,0.24491368170161434,4067158,10556504,-0.17814666479825972,0.3277840703725814,0.001853008201930986,0.19391431999395697,9507060,10556454,-0.014684677124023438,0.02986026704311351,-3474.427977400668,230402.028344069,195758,197774,0.0,0.0
Turkmenistan,0.023603516462316728,0.3875341305090298,5831500,6626332,-1.5091375644260546e-06,9.82393725479322e-08,0.0025066155107524605,0.13059672355490096,2361785,6626332,-0.004434537887573239,0.00462470054626446,,,0,6626214,,,0.00887232228564354,0.10468837852165355,257964,6626203,-0.023524563945829868,0.0435268964618444,0.0007493824266795688,0.005413864388385208,3667489,6626214,-0.0001881718635559082,0.005578935146331787,-156.5940419261566,19449.174179753696,71936,74899,0.0,0.0
Turks and Caicos Islands,0.0063042943801932035,0.049818581150624666,1463,12162,0.0,0.0,0.0006359052939677802,0.004181703964809782,254,12162,0.0,0.0,,,0,12159,,,,,0,12164,,,-0.0007172665524720354,0.0019451810035837202,602,12159,-0.005032199621200562,2.8124451637267648e-05,5.505345231395657,41.927460096122715,59,233,0.0,0.0
Tuvalu,,,0,616,,,,,0,616,,,,,0,621,,,,,0,615,,,,,0,621,,,0.0,0.0,3,8,0.0,0.0
Uganda,-0.048787530868211124,0.3138793112694456,2291597,2543447,-0.6290123343467713,0.0,0.003636851036546153,0.03307470221323206,2038573,2543447,-0.01953284740447998,0.05984327793121336,,,0,2543431,,,0.002837312540610548,0.04671573142957782,681781,2543317,-0.0024407003074884415,0.017061827704310417,0.0011260704153692733,0.013068820997683089,2074994,2543431,-0.0031780242919921854,0.016315680742263777,-6922.52374986729,135433.15018772372,47095,53712,0.0,0.0
Ukraine,-0.09186174094419255,0.8362738037879919,8894817,9592838,-0.6944858074188215,0.07119258940219717,-0.0015052027704714015,0.06517744105656427,8388031,9592838,-0.03885026276111603,0.04566189646720886,,,0,9592817,,,0.012652550631405258,0.16896539508637573,3811419,9592866,-0.062836105376482,0.09707504585385322,0.0031549631607388573,0.011985456271687804,8733159,9592817,-0.0008360207080841051,0.020469141006469682,1264.3328637611282,76392.10203552316,137714,140177,0.0,0.0
United Arab Emirates,0.05376445656076276,0.3694324673800776,669884,823182,0.0,0.0006382127234246421,-0.03785998468709231,0.2388608242182118,66687,823182,-0.6248188197612763,0.3293643951416014,,,0,823165,,,1.1807847469622161,1.2695699833619376,2114,823144,0.0,3.9524354577064504,0.010330156290621383,0.017805842403252118,31974,823165,-0.0007503628730773926,0.05298809707164764,-2397.6693380173456,53523.26654833941,18218,18461,0.0,0.0
United Kingdom,-0.12526074017628833,4.417417963620923,3460581,4383382,-0.17754079401493073,0.21374668180942535,-0.0003731818824651915,0.10772205595997002,3154976,4383382,-0.030211567878723145,0.03024044632911682,,,0,4383412,,,0.11138604264183201,1.1468849721030683,1059863,4416847,-0.8333212852478026,2.180798196792602,4.8271950816035605e-05,0.07043457520479676,3415543,4383412,-0.007086634635925293,0.00784879326820373,-33803.31811252135,694212.6950050952,54443,56433,0.0,0.0
United Republic of Tanzania,0.00987958740931517,0.3016205184640067,9392420,9975965,-0.29937199652194973,0.3309246703982344,-0.002942818624088707,0.044204893750958055,8601790,9975965,-0.06586733758449555,0.0444615215063095,,,0,9975876,,,0.0001882765837632155,0.012136791626397983,1891434,9976002,-0.0030311393900774417,0.003946338314563036,-0.00031585070635104174,0.022189710710540676,8866758,9975876,-0.02230806946754455,0.01966935396194458,-910.1020184482876,74121.32592153312,206198,208948,0.0,0.0
United States Minor Outlying Islands,,,0,646,,,,,0,646,,,,,0,650,,,,,0,651,,,,,0,650,,,,,0,7,,
United States Virgin Islands,,,0,4501,,,,,0,4501,,,,,0,4503,,,,,0,4514,,,,,0,4503,,,1529.4942708333333,8791.20003424758,30,57,0.0,0.0
United States of America,0.024465745322443545,1.806227353524178,102102990,113753328,-0.0028935103560797856,0.075523242354393,-0.001938405923903698,0.0656722582350459,95721340,113753328,-0.016771554946899414,0.0120009183883667,,,0,113753491,,,0.014443967479998451,0.8478913793475075,18789544,145219684,-0.029901723098009824,0.04284368082880974,-0.0008854492508286987,0.04666589938393909,98610024,113753491,-0.008625805377960205,0.002636849880218506,-11542.91676333525,254656.91250708041,2143923,2168210,0.0,0.0
Uruguay,-0.04066750394282957,0.6571022430992896,2082895,2221154,-0.22397805750370017,0.0,0.0014703549335126145,0.05391526821117528,1971577,2221154,-0.013937544822692872,0.03271461725234977,,,0,2221173,,,0.0012904038782678654,0.03037941607015027,390665,2221163,0.0,0.00334239867515862,0.002009815598300815,0.015265885544681189,2049571,2221173,-0.0002161264419555664,0.013927161693572998,209.1454994758125,45712.05701295006,40062,40279,0.0,0.0
Uzbekistan,-0.12107520880052616,4.06017749956673,5552668,6281996,-0.00011684376950142896,0.0995892658829689,0.0041849970426208844,0.16425681665800795,2772514,6281996,-0.09216048121452333,0.08995270729064941,,,0,6281972,,,0.003191815343964727,0.06397282422137211,609204,6281977,-0.04189453274011612,0.06267012283205975,0.0014169790805400545,0.009865082584332099,3901717,6281972,-0.002172529697418213,0.012515485286712646,-812.0995623632385,50515.329862762475,65808,65813,0.0,0.0
Vanuatu,-0.002193359716440015,0.036253862856835184,22166,148551,0.0,0.0,0.004057360258074285,0.041452393617954046,10848,148551,0.0,7.501840591428964e-05,,,0,148549,,,,,0,148533,,,0.016547293612562183,0.04266650501744925,26836,148549,0.0,0.12857182323932648,31.392488016776515,500.28369546244284,1669,2241,0.0,20.92859458923336
Vatican,0.0,0.0,9,9,0.0,0.0,-0.03868966963556078,0.10943038529006645,9,9,-0.20892375111579894,0.0,,,0,9,,,,,0,8,,,-0.00014912419848971895,0.00017521461407877314,9,9,-0.00039398670196533203,0.0,0.0,0.0,1,1,0.0,0.0
Venezuela,-0.0043017053893920415,1.1154761811252822,9007426,9707904,0.0,6.326436263748292e-08,-0.0008078112081240813,0.059545211242947954,8523216,9707904,-0.0015104115009307861,0.0005336403846740723,,,0,9707824,,,0.004020560357725643,0.26594754833123646,1161295,9707853,-0.001997887622565031,0.0017664094921201468,-0.00022353424319101404,0.020700009589981493,8904327,9707824,-0.004436236619949338,0.0021358728408813477,-518.3642514747505,25036.306368085392,209866,211752,0.0,0.0
Vietnam,0.5244944947428871,5.5665479984811075,3244081,3642918,-0.2204691767692566,3.415212392807007,-0.012223007301506916,0.13970987843485624,3052726,3642918,-0.15921714901924133,0.07458870112895966,,,0,3642922,,,-0.0014933267005484703,0.08040674009816805,1230331,3642825,-0.07365964353084564,0.06458045169711113,-0.006050078910749528,0.04758329638503244,3196689,3642922,-0.05815960168838501,0.015660977363586404,-1534.177789026688,243784.00679510692,71118,72793,0.0,0.0
Wallis and Futuna,,,0,2487,,,,,0,2487,,,,,0,2488,,,,,0,2487,,,,,0,2488,,,0.0,0.0,2,19,0.0,0.0
Yemen,0.018484041247949296,0.3682479359486841,4508212,4958809,0.0,0.0,0.0007091252949243619,0.11805074501267693,1727800,4958809,-0.007947698235511776,0.0009710788726806641,,,0,4958798,,,0.031510234935179064,0.13922853618348918,103622,4958821,-0.012509376648813486,0.23994648903608318,0.000139906881131402,0.009157384698256414,2035500,4958798,-0.0047286182641983025,0.006663563847541798,-873.6175843893686,36157.339882173954,71336,71964,0.0,0.0
Zambia,0.060466788186462735,0.5218604396435458,7721650,8132758,-0.07110866084694861,0.30652303695678706,-0.0018730540009860165,0.04332735190345393,7369046,8132758,-0.04052402079105377,0.02367725968360901,,,0,8132783,,,3.8993586440269044e-05,0.002344672203146783,916720,8132815,-0.00048241665936075127,0.0007181523018516594,-0.0014743590660632982,0.011851262063247646,7569006,8132783,-0.010663807392120361,0.00410151481628418,-4416.724439584473,87189.76212838254,117056,117056,0.0,0.0
Zimbabwe,0.0632880348869674,1.3016288568867005,4058077,4342015,-0.5459260702133178,1.1661638736724775,0.003804509036702526,0.07840118135424891,3919267,4342015,-0.07301806807518005,0.08496815562248225,,,0,4342019,,,0.00011413978753571606,0.002746922885724354,1209584,4342072,-0.0010516022855881601,0.0024822654901072317,-0.00020327777912813898,0.017662840818487468,4158481,4342019,-0.025211453437805176,0.02023535966873169,-2502.345368255665,68321.09921141766,61737,61737,0.0,0.0
eSwatini,0.4184674843716101,1.146591595662387,198197,204095,-5.598807206297351e-07,2.726983261108393,-0.029505799448120536,0.10019726489802021,192422,204095,-0.22194390892982482,0.07314030230045299,,,0,204074,,,-0.00016347533466144515,0.005446148572242671,66121,204041,-0.0058876448310911655,0.005736552644520998,-0.016792318751251503,0.03436031135562367,197263,204074,-0.09268392324447632,0.0017631053924560512,-1544.4460784313726,4702.692051691262,153,153,-13614.20625,0.0
