nev_name,avg_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,avg_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,avg_usle_diff_1992_2020,stdev_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,count_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,avg_polllination_diff_1992_2020,stdev_polllination_diff_1992_2020,valid_count_polllination_diff_1992_2020,count_polllination_diff_1992_2020,p5_polllination_diff_1992_2020,p95_polllination_diff_1992_2020,avg_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,avg_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,avg_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,count_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Madagascar,-0.0011828314315268065,0.013586719121280694,6097963,6644902,-0.014871054887771604,0.008560538291931152,15.306817867925247,355.8264114013018,6335397,6644902,-1.083194208145141,3.4290130615234062,-0.015397105303418115,0.5296251067648525,6013,6644898,-0.8036388158798218,0.9216715097427368,99.84170586928715,2468.5550695130623,6528050,6644902,0.0,0.0,0.002892893412686311,0.13630763753005015,750090,6644827,-0.1846216522157192,0.21308537945151249,0.0027677316989611705,0.04260530772860685,6097632,6644902,-0.013089525699615481,0.03343807458877568,0.04261858662260431,3.072840489607478,6134034,6644902,-0.96649169921875,2.602295303344718,-738.6032209038432,43488.018080478265,146729,148507,0.0,0.0,0.04682548120046286,1.4901364728072344,6134034,6644902,-0.8333152294158935,0.942111372947692
Malawi,-0.01870573516721536,0.038884014148124826,983851,1275181,-0.10587254166603088,0.012530416250228882,58.36565020126835,581.2814076280813,1024006,1275181,-7.701945543289185,210.77350997924805,,,0,1275069,,,266.5277508139601,4262.8128142521355,1024006,1275181,0.0,953.1074066162109,0.036841516640111954,0.2631429297105605,495204,1275059,-0.23402466177940368,0.4611340224742874,-0.02010936518376001,0.06986804812532578,986885,1275184,-0.1728856921195984,0.05764871835708616,12.497821647560414,53.08159780092192,1126769,1275189,-26.635955810546875,143.91397705078103,-92327.7494972709,370983.4803094875,13924,13924,-687709.546875,0.0,7.124891171127357,18.22659162197535,1126769,1275189,-1.8171281814575195,44.832190704345614
Malaysia,-0.002298337610398188,0.02292451074190356,3028922,3506327,-0.03660618662834167,0.02588963508605957,-0.08371701251209823,479.2674519409039,3168853,3506327,-11.648016929626463,28.532897567748982,-0.05003515358179645,0.8228172807489131,9516,3506011,-1.8652051389217377,0.7552602887153625,-36.18687984253157,4323.382876920525,3405889,3506327,-73.1860839843749,236.88184509277042,0.19521803005675176,2.0169323719664773,1226746,3506123,-2.4774415493011475,3.961192548274994,-0.007214485273516119,0.0685440214929073,3015910,3506354,-0.11345813572406767,0.027026805281639088,-1.0218756289058035,218.96728415937952,3036027,3506369,-47.34400367736816,9.946902465820298,-3885.1249313664484,227370.91275205763,81957,86372,-48.39266662597656,0.0,-0.08900724738284607,31.342862905899327,3036027,3506369,-7.149305629730224,30.558416748046724
Maldives,,,0,4188,,,,,0,4188,,,,,0,4154,,,,,0,4188,,,,,0,4171,,,,,0,4188,,,,,0,4188,,,0.0,0.0,3,57,0.0,0.0,,,0,4188,,
Mali,-0.00011961000362244006,0.012304430755152657,5849907,13810063,-0.018474245071411134,0.017292046546936057,0.3042942601102726,29.907239184816493,6190659,13810063,-1.5488378524780269,2.6863475799560383,,,0,13808560,,,1.4713803458249914,215.25497035665407,6194694,13810063,-9.513195800781247,7.1299334526061635,0.0010900239196506205,0.020829288423913368,1633145,13810089,-0.012196989730000494,0.021048014611005708,0.005538958231619286,0.03279846539266378,6576853,13810144,-0.012996435165405273,0.05667781829833951,0.5541023793023082,4.6671938815575595,13000870,13810144,0.0,4.471899461746196,-5640.726255844099,126821.31891986376,137318,137376,0.0,0.0,0.0930033432377987,2.1057159113676613,13000870,13810144,-0.02204908132553099,0.6727224707603452
Malta,,,0,4563,,,,,0,4563,,,,,0,4570,,,-54.922906191074794,285.8044147782134,3182,4563,-302.9907501220703,0.0,,,0,4572,,,,,0,4560,,,,,0,4560,,,0.0,0.0,23,30,0.0,0.0,,,0,4560,,
Marshall Islands,,,0,4819,,,,,0,4819,,,-4.4015737680288464e-07,1.1447383098842352e-06,26,4816,-2.2649765014648438e-06,9.5367431640625e-07,0.0,0.0,2,4819,0.0,0.0,,,0,4809,,,,,0,4813,,,,,0,4813,,,0.0,0.0,4,92,0.0,0.0,,,0,4813,,
Mauritania,-0.0010303144221662313,0.01104734554298087,1870936,11687395,-0.01874774694442749,0.013203993439674377,-0.07162760881979807,23.148839010573518,1983991,11687395,-0.7511422038078308,1.3996073007583618,,,0,11684672,,,0.3762595058100548,146.54005367054154,2005747,11687395,-6.41836085319519,13.883931827545164,-0.0003763978000953931,0.013475689505650215,235039,11687487,-0.00411176634952426,0.0030702144606038423,0.0023619386045747167,0.055298191321138813,2547021,11687524,-0.021061599254608154,0.03748047351837158,0.27216898709360565,7.436792455188673,10846639,11687528,0.0,0.00025177001953125,13.147828199175752,4072.7094286008582,76676,83726,0.0,0.0,0.06544281251547138,2.0994954779283,10846639,11687528,-7.05718994140625e-05,0.0
Mauritius,,,0,23760,,,,,0,23760,,,-0.13713499764415704,0.5013606041381236,214,23747,-1.3091989755630493,0.23715460300445557,,,0,23760,,,,,0,23760,,,,,0,23759,,,,,0,23757,,,-65224.258278145695,261347.60174868468,151,157,-689607.40625,0.0,,,0,23757,,
Mexico,-0.0008615859524267673,0.0128179474060677,20512123,22602452,-0.01437908411026001,0.007976114749908447,0.6549514935039829,167.69740225752102,21415276,22602452,-0.7256317138671875,2.322251796722412,0.2573887989721785,0.6278836725406347,13016,22602886,-0.2956289052963257,1.5609619617462158,-0.5450901360193418,1306.7836718692815,22009958,22602452,0.0,0.0,0.3145113624187569,6.078165306449393,3163807,22602647,-0.6600604116916655,2.081730604171753,0.0009541474778605489,0.048755923320792885,20608912,22602468,-0.01950677931308746,0.04198640584945679,3.5228344478664773,75.33195705894298,20898885,22602470,-1.7570129394531229,0.7178558349609432,-13898.877403468761,428029.40541799227,484092,489446,0.0,0.0,1.4951617753770117,20.161515906103382,20898885,22602470,-0.009710311889648438,1.673206090927125
Moldova,0.003452093408688434,0.010510391850345953,492196,521716,0.0,0.0194595605134964,-1.6983246373220704,12.516863785765226,520641,521716,-5.5982513427734375,0.0,,,0,521625,,,-7.827232961693219,67.57253220958603,520665,521716,0.0,0.0,0.08023231236483447,0.7716597669986418,206691,521669,-0.21499326825141907,0.4213399887084961,0.022284213190160745,0.030504476473151146,493635,521719,-1.1920928955078125e-07,0.07023006081581108,-0.5882330523763258,3.9435007283740964,496102,521719,-3.41669120788574,0.0,538.9749543703102,19223.61732820265,4931,4931,0.0,0.0,-0.11617319403318269,1.7490255774521828,496102,521719,-0.8169984817504883,0.022371101379394354
Monaco,,,0,39,,,,,0,39,,,,,0,41,,,,,0,39,,,,,0,42,,,,,0,39,,,,,0,39,,,,,0,4,,,,,0,39,,
Mongolia,-inf,nan,17204662,23953538,-0.006643891334533691,0.018735226988792375,-3.5346295775391314,75.57014570424963,17960196,23953538,-5.118439197540283,0.4895583391189575,,,0,23944988,,,-14.007910291179446,329.566645299757,18010715,23953538,0.0,0.0,-0.0015197148471524863,0.007696734347602615,8736,23953508,-0.00894812773913145,0.00048156499542528763,0.0020002356222381433,0.03650180939682896,14550900,23953637,-0.014724615216255184,0.03617894649505615,0.669233425007646,5.659076060741226,22328683,23953635,-0.003643035888671875,1.562936592102048,1.3430824762658229,195.4405660873138,17380,17380,0.0,0.0,0.16237003319900237,1.974432973186715,22328683,23953635,-0.3686271667480465,0.4598820209503174
Montenegro,-0.0011534592200969829,0.019741277731903224,159065,190694,-0.026428282260894775,0.023421132564544617,-6.793159215328467,649.0082189220777,164400,190694,-47.432039260864244,30.934802246093724,-0.022689899364551465,0.9672499221703135,572,190688,-1.148045301437378,0.7405991613864759,-41.44244516587087,4324.888541737077,184511,190694,-158.5302734375,117.17281341552734,0.5507811025461157,2.543974031231632,39737,190701,-4.961920833587646,5.7635220527648885,-0.02640612932646251,0.1097654938110988,149794,190715,-0.32808901667594903,0.017402353882789663,2.0176391058469934,67.38905141867546,151719,190715,-3.509265899658203,6.852822494506836,5159.9384615384615,31653.17675441556,1755,1766,0.0,38.6640533447261,0.36225560802371487,15.57459246401397,151719,190715,-0.9573249340057371,2.9883368015289307
Montserrat,,,0,1178,,,,,0,1178,,,0.002129665361000941,0.00031181539705124286,39,1178,0.0021802186965942383,0.002180337905883789,43.83844249078624,772.9881515007028,814,1178,0.0,0.0,,,0,1177,,,,,0,1176,,,,,0,1176,,,,,0,9,,,,,0,1176,,
Morocco,0.0007552600174734298,0.0145514150469099,3399304,5130148,-0.00933270752429962,0.018864214420318604,0.05498581820806829,167.3443543861358,3535916,5130148,-12.774471521377563,5.041730880737305,0.26992250330307904,0.7083606355979074,340,5128851,-0.031665434688329705,2.11649250984192,-1.0823337201253118,675.5416930662104,3605728,5130148,-4.550739049911497,0.0,0.3239092376900678,3.07836122246526,779919,5129963,-0.8288866519927979,3.245421743392932,0.01439772447311206,0.05298415920779963,3188344,5130170,-0.020817697048187256,0.09981757402420044,3.2325039718462643,34.57251472361336,4684849,5130171,-0.030543559789657553,2.660913085937409,-3113.9070911247627,101361.35638400029,103693,104773,0.0,0.0,1.5792026594667192,14.259476194475013,4684849,5130171,-0.001145191490650177,7.74458389282216
Moroco,-0.0010508369123190305,0.01352393728912788,2223,3092070,0.0,5.924701690674132e-06,0.023171275264685213,2.377293401520928,14764,3092070,0.0,0.0,,,0,3092132,,,1.1278068899734162,53.82009231336054,15611,3092070,0.0,0.0,,,0,3091927,,,-0.00033663755710190853,0.006392361301789243,9988,3092095,0.0,0.0,0.0010344463038897238,0.17479443360523236,2926416,3092093,0.0,0.0,0.0,0.0,40821,41021,0.0,0.0,0.0006727577497419198,0.10451850929692506,2926416,3092093,0.0,0.0
Mozambique,-0.003097371133319007,0.01476675032523106,7971339,8708257,-0.024722522497177123,0.004339694976806641,4.462460949706479,219.18706678721716,8381179,8708257,-0.15631880760192868,3.326024246215802,-0.007869427818360555,0.4737175498167906,3311,8708087,-0.6125782132148743,0.86493319272995,22.896850523740596,1339.3810605277035,8531609,8708257,0.0,3.5788819313049314,-0.00027301894221407936,0.040159621319813536,976556,8708056,-0.030981579795479774,0.03367898892611265,-0.004854193773102457,0.03369727765143737,8024309,8708289,-0.06523016691207886,0.022154843807220437,0.4573473194782177,8.147758107179023,8120322,8708322,-3.244674491882324,3.6831848144531136,-2353.6355289198887,75966.07834330169,197563,199144,0.0,0.0,0.4874105053962146,3.0134903234294454,8120322,8708322,-0.15164791345596257,3.9712248802185
Myanmar,0.001136539537669439,0.01705397980364589,6767701,7576665,-0.017879247665405273,0.024760007858276367,-5.708301320747814,337.5054589376387,7106580,7576665,-34.53759632110596,9.371454811096164,-0.12637250468975594,0.5493342207734929,4502,7576659,-0.5217481851577759,0.1341569423675537,-64.7700924697369,2065.5649347998346,7429674,7576665,-166.15585327148438,0.0,-0.0003101176448006332,0.19156905657640125,1512570,7576686,-0.2516346380114555,0.2656247198581696,0.0045634510054459315,0.03692848250935715,6770926,7576719,-0.03485958278179169,0.049485474824905396,0.6794610374132657,28.395341044965036,6821698,7576719,-7.112616539001461,2.795258903503399,-142.77678505227257,13695.743153867286,80922,82308,0.0,0.0,0.41945879896764704,9.694794642159112,6821698,7576719,-1.1737114667892454,1.5126823186874216
NOR,,,0,1388,,,,,0,1388,,,,,0,1387,,,,,0,1388,,,,,0,1386,,,,,0,1388,,,,,0,1388,,,0.0,0.0,2,4,0.0,0.0,,,0,1388,,
Namibia,0.0021725163218145865,0.00937851154023479,7691317,9369571,-0.001267850399017334,0.017651259899139404,-2.9895977586227334,124.2034679035217,8014715,9369571,-2.0963465213775634,0.013970820978283827,,,0,9369248,,,-14.098631663820612,433.76940395831116,8028071,9369571,0.0,0.0,-5.415946550336714e-05,0.000765826690021746,27542,9369782,-0.0009604369988664985,0.00024172156699933073,0.0030122908852006696,0.019694848446067746,7657083,9369585,0.0,0.02753661274909963,0.5830474268301671,5.88842356778648,8846132,9369601,0.0,3.115729904174799,-61.48168491416916,4901.408316016885,244143,244859,0.0,0.0,0.061266558366978925,1.9965717934921288,8846132,9369601,-0.21363579034805297,0.0123223456554103
Nauru,,,0,319,,,,,0,319,,,,,0,319,,,0.0,0.0,119,319,0.0,0.0,,,0,319,,,,,0,319,,,,,0,319,,,0.0,0.0,1,3,0.0,0.0,,,0,319,,
Nepal,-0.0023605967278254912,0.02106527461887314,1618232,1760034,-0.027764499187469482,0.01329180300235748,38.57671421039815,1204.2451525542574,1691916,1760034,-14.467697143554688,67.2078857421875,,,0,1760030,,,86.09216060371791,6703.942953513003,1691916,1760034,0.0,0.0,-0.001524799501800524,0.30164936989841823,407069,1760055,-0.44689279794692993,0.39796683192253096,-0.0009108978224563424,0.04204310357952055,1624059,1760026,-0.03577095866203308,0.04485507011413564,0.9433662503975909,24.714500100786196,1682005,1760024,-0.647308349609375,0.0,-14608.418606960235,223443.34731897176,20143,20143,0.0,0.0,0.8056260980199227,7.986330437100123,1682005,1760024,0.0,1.1481437683105469
Netherlands,0.0013903236474733102,0.0043686239165163995,474759,646830,-0.001253366470336914,0.00702959299087523,-0.016482980143347307,0.3930328587772815,509741,646830,-0.06459365040063858,0.0024800216779112816,-0.015382080405918536,0.6200140979041316,2793,646853,-0.8152971267700195,0.6514512062072758,-0.19400984421422315,2.382384608828574,582290,646830,-1.2536237239837646,0.0,2.7828143303179713,14.101615802164964,224517,646798,-9.7252534866333,36.08119964599607,0.0052469824509306755,0.05535278790046105,475246,646840,-0.04424193501472473,0.039647817611694336,-30.700864118891616,174.41118728524,488243,646840,-34.27410888671875,2.2958984375,-1500.0371404635578,936341.1321975891,7162,7502,0.0,0.0,-4.101253371784132,33.10532570545904,488243,646840,-22.39579772949216,3.4361235618591266
New Caledonia,0.0004955617613004726,0.02223043310811378,142689,219433,-0.023910140991210936,0.026835715770721476,2.8736449841388954,786.9008415177382,146585,219433,-110.52044982910148,111.73347167968748,0.09497206580830131,0.67115651864676,1870,219425,-1.0420775413513184,1.338423490524292,-86.27318400995489,7536.624726891357,192870,219433,-5.26498584747301,274.5031967163076,,,0,219425,,,2.2925958186847366e-05,0.01785753484799568,122622,219436,-7.748603820800781e-07,0.00027047693729399195,0.1640768556263709,2.359995181955748,120815,219436,0.0,1.9073486328125e-05,-426.603633792425,9114.67850079066,4066,4363,0.0,0.0,0.025056488904782105,0.6808383050187075,120815,219436,0.0,1.1682510375976562e-05
New Zealand,-0.0006885098335763065,0.013304828849875012,2648697,3878377,-0.015848898887634275,0.009366858005523615,-3.115871144959025,335.6347918913779,2762422,3878377,-1.749545693397522,3.587474060058584,-0.18900354066351147,0.9254706243600035,6451,3878437,-1.8951002359390259,0.9667785167694092,-28.698487392570588,2068.9675356275743,3097499,3878377,0.0,0.0,2.6496779399338948,15.315056125453552,40239,3878492,-2.767460346221924,25.142730903625488,-0.002379619109196261,0.03019187091141684,3095731,3878381,-0.017874956130981445,0.0042622387409210205,-1.7598899799545127,51.52662394453076,3150335,3878394,-0.831633567810058,0.9345779418945312,-160.3668728675744,38674.38889622679,62722,66060,0.0,0.0,-0.15893561716452378,11.823291395029914,3150335,3878394,-0.1015304327011108,1.207040154933925
Nicaragua,-0.0030608256340228955,0.014599518597559225,1174997,1390507,-0.02437901496887207,0.0055762052536010714,3.095175170170178,122.03371575607567,1232002,1390507,-0.6761712431907653,8.757702636718747,-0.0020868300010465695,0.44231089233485793,1381,1390573,-0.5991420745849609,0.23627996444702148,22.71977019951003,1249.04723383687,1277630,1390507,0.0,110.16323585510261,-0.003586297312269224,0.37419549148180536,443341,1390528,-0.05860411375761032,0.05396284908056259,-0.0009277847753497724,0.02685941426768701,1174192,1390474,-0.014074832201004027,0.01308469772338866,0.010512772461870412,22.97468264952256,1272896,1390476,-0.0001068115234375,8.623344421386719,2722.447339039821,79749.86191316746,32244,32689,-22.257513904571525,0.0,0.06712144982779426,3.22659806317885,1272896,1390476,-0.00901031494140625,0.8835864067077637
Niger,9.82660795906681e-05,0.01244020718828878,4069230,13060644,-0.014781296253204346,0.017158865928649902,2.285623890768279,82.59792806018598,4290695,13060644,-1.5106499671936031,1.0948415994644043,,,0,13060140,,,9.561198100189893,300.7968044569418,4292429,13060644,-10.441948890686033,6.657637691497783,0.0009913258692958052,0.06310372197718993,982665,13060661,-0.005100589618086814,0.025190556794404975,0.0023608527233810743,0.02968089049643049,4764101,13060854,-0.009816586971282959,0.024877727031707764,0.3203422397235987,5.896406195081123,12324110,13060868,0.0,0.11560535430908203,-452.7346140163643,19971.517072108192,112440,112440,0.0,17.457050800323444,0.0951947949993955,1.7143901959139838,12324110,13060868,-0.0016738662263378495,0.0016922950744628906
Nigeria,-0.0009676414869979119,0.015388485117767373,9099500,9714136,-0.027348044514656066,0.018616557121276855,1.469542629938783,97.51417916917043,9518944,9714136,-4.33871819972992,14.061610794067334,0.13898106625205592,0.6264159102155036,1083,9714022,-0.2935816586017609,1.622408509254455,6.499765751574831,704.8629628230747,9652146,9714136,0.0,51.99083614349365,0.19259596366377918,1.1979040357216804,3980491,9714107,-0.41895532608032227,1.297333538532257,0.004361514500346977,0.03723365325923751,9133178,9714157,-0.04977626502513885,0.06470775604248047,1.7766872459176934,11.764781136672763,9182064,9714160,-4.642696380615234,17.262738800048822,-8752.752105343745,453282.4351715286,84903,86736,-1253.1776977539057,0.0,0.1199331517401752,5.3142816578079,9182064,9714160,-7.125830841064453,7.452199506759635
Niue,,,0,3099,,,,,0,3099,,,,,0,3096,,,,,0,3099,,,,,0,3096,,,,,0,3099,,,,,0,3099,,,0.0,0.0,19,24,0.0,0.0,,,0,3099,,
Norfolk Island,,,0,567,,,,,0,567,,,,,0,573,,,,,0,567,,,,,0,573,,,,,0,567,,,,,0,567,,,,,0,1,,,,,0,567,,
North Korea,-0.009775899992255655,0.03274714624130685,1493025,1687870,-0.07645173072814941,0.0017317533493041992,58.04360918003623,516.2419076166483,1546922,1687870,-0.2731785774230956,203.40047912597652,-0.2211200152071292,0.5475243459091853,1276,1687791,-1.3670985698699951,0.126427561044693,174.17649876489912,2057.7254466561517,1649258,1687870,0.0,0.0,0.17028921174296344,1.806040551748168,501594,1687843,-2.896198809146881,3.163729238510131,-0.00773882605896326,0.08004926841967681,1481626,1687895,-0.1539009064435959,0.06505155563354492,6.735785676696353,82.37899510204568,1487883,1687895,-27.34019470214843,0.596779060363736,-6174.426882389545,223637.9866930272,17677,18008,0.0,0.0,7.769178087255517,36.473353130659596,1487883,1687895,0.0,67.51351165771482
Northern Mariana Islands,,,0,7481,,,,,0,7481,,,1.0251998901367187e-07,1.0863099813360708e-07,25,7493,-5.960464477539063e-08,2.384185791015625e-07,0.0,0.0,3041,7481,0.0,0.0,,,0,7496,,,,,0,7483,,,,,0,7483,,,0.0,0.0,39,62,0.0,0.0,,,0,7483,,
Norway,,,0,1167727,,,,,0,1167727,,,0.15284321388965122,0.6906511261089638,178543,11529837,-0.5888199806213379,1.2725627660751315,,,0,1167727,,,0.32026276910335927,4.052698685551156,93354,11529779,-9.200720739364622,8.044603347778317,,,0,1167718,,,,,0,1167720,,,-2740.668641339343,50715.96909660749,93180,97214,0.0,0.0,,,0,1167720,,
Oman,-0.0003000912920907554,0.01431448509349239,321142,3486312,-0.0043253093957901,0.009002742171287537,10.630756316693242,334.18725401341453,326120,3486312,-5.404310369491577,2.1056234359741177,0.4384209632873535,0.5185429904415885,120,3486266,-0.10191988945007324,1.3961782455444336,30.329727753403084,973.0639855394955,355560,3486312,0.0,0.0,0.10023617617320044,0.5005712307390638,6189,3486320,-0.019459011033177376,0.5076119422912597,-0.005898076621999985,0.05852651202045733,652705,3486294,-0.021026515960693357,5.960464477539063e-08,-0.02110618383956927,4.550735923489978,3191957,3486293,0.0,0.0,-132.6177355802085,9998.997337771258,68777,70819,0.0,0.0,0.016438209723298278,1.637057823102998,3191957,3486293,0.0,0.0
Pakistan,0.004744060932002159,0.019175032293133814,6520457,10621823,-0.0035286545753479004,0.040978097915649325,-21.32002663554413,338.90173302630933,6983150,10621823,-34.49365234375,0.2637939453125,-0.044580724022605205,0.18233329015799837,110,10622013,-0.3478882312774658,0.14867899119853972,-92.35235911153387,1510.1262192354618,7022665,10621823,-54.34600296020507,0.0,0.026279210752900618,0.4994122235289852,1710757,10621863,-0.2594299018383026,0.3649901151657104,-0.04514047944752907,0.16039797873091627,7642755,10621762,-0.5287528455257415,0.06357748508453365,0.8859846288539212,61.35129521225686,9104461,10621759,-0.004562839865684509,18.993404388427734,-30286.875986629588,856879.8833732179,71202,72198,0.0,0.0,0.5459154034489246,17.671696388708554,9104461,10621759,-0.002223968505859375,5.422364234924316
Palau,,,0,6751,,,,,0,6751,,,-0.030030342592950163,0.15619881397401353,373,6746,-0.06413304805755615,0.002986431121826172,174.13496192893402,539.9860388484233,2955,6751,0.0,1206.3557617187498,,,0,6746,,,,,0,6751,,,,,0,6751,,,-30.10805996981534,179.54632302310307,88,128,-7.927831530570984,0.0,,,0,6751,,
Panama,-0.00014595391081171984,0.014445210506769545,644695,811458,-0.012860965728759765,0.013110154867172229,-7.417281431369271,449.2368791061037,669904,811458,-4.663496875762939,4.160437107086178,0.01950709601807748,0.7861661925829048,4189,811412,-0.6778621673583984,0.7200707912445068,-123.39585668617927,3885.0414590752616,770784,811458,0.0,0.0,0.020822705741092653,0.3374475895543894,223383,811477,-0.3080279529094696,0.4319397211074829,-0.00020334662850033609,0.04033558474470163,646429,811450,-0.016060781478881837,0.024534380435943588,-2.539387203114979,66.37246136820967,656441,811449,-6.103515625e-05,3.0517578125e-05,1210.7955582430873,79742.24264564803,18191,18852,0.0,0.0,-0.08825593831928535,9.144287519866934,656441,811449,0.0,0.011828422546386719
Papua New Guinea,-0.0023434814872809856,0.01988626509758919,4107551,4982993,-0.018582046031951904,0.007218003273010254,62.95584586621433,1733.707659123028,4297695,4982993,-0.41630783081054684,5.1073170185088905,0.02746312213063439,0.6235213327145172,14975,4982929,-0.2907085418701172,0.8240223050117471,133.5651864376613,7361.6825054464025,4764488,4982993,0.0,0.0,0.024476255094494394,0.35309373185613674,696708,4982901,-0.48486530780792236,0.5523993790149694,-0.0029646892882019423,0.027199547164979136,4042818,4982998,-0.011421024799346924,0.0,0.19866061633214355,7.852182773452514,4056222,4982991,0.0,0.0,-88.3460590799556,3123.3543223055385,110799,114276,0.0,0.0,0.1598942008105079,1.7368112734572145,4056222,4982991,0.0,0.2712899923324581
Paraguay,-0.005598252668946374,0.013744060744791184,4224373,4568815,-0.03199714422225952,0.002363860607147217,0.7960331330288271,14.852474562525977,4547909,4568815,-0.06739311218261718,1.879403805732711,,,0,4568848,,,11.858925937172446,214.34414478949182,4547909,4568815,0.0,23.850055694580078,-0.28253784176689867,2.67535947763001,610833,4568815,-2.4367802143096924,0.6382416248321533,-0.00200193006746935,0.036792269238837556,4165447,4568809,-0.05034218430519104,0.03369784951210017,3.599076153335165,22.692920498469718,4225593,4568827,-2.057992553710937,10.075042724609375,-4036.011949146655,99637.74714947882,43183,43183,0.0,0.0,0.6683703328739895,3.4904587608155233,4225593,4568827,-0.11241989135742186,4.203411674499509
Peru,0.0003259708379103837,0.009068069983522567,12239278,13833834,-0.003452965617179872,0.005470216274261475,-9.970216778861097,435.12101818367375,12818224,13833834,-3.609403121471405,0.7063695907592731,-0.31854894563749236,0.6117730068969176,154,13833974,-0.9757330417633057,0.09093232452869415,-18.10368013769424,2078.6048441003445,12860959,13833834,0.0,0.0,-0.12519004541506093,1.8486485405609983,448392,13833901,-0.15991435945034027,0.04826155062764821,-0.0022639116118205976,0.0394327563733796,12466527,13833753,-0.006904941797256467,0.006279450654983476,1.3318795119384381,34.1037203563058,13105232,13833762,0.0,9.970062528736603e-05,-736.4871563437661,79418.50626416296,327944,330066,0.0,0.0,0.18620261739738755,6.201389148392671,13105232,13833762,-8.675684875925028e-06,4.88615478388835e-07
Philippines,-0.0002832131273552203,0.025004393999319606,2187229,3265889,-0.02988479137420654,0.02986904382705685,45.224516872894114,1314.5006246055889,2267157,3265889,-83.58941040039059,93.80670776367107,0.005718577222646503,0.4884362474964157,21641,3265946,-0.8039125204086304,0.7954664826393127,4.587076551144975,6541.579350077934,2956703,3265889,0.0,0.0,0.14227597815963292,1.4246080434366966,1170310,3265893,-1.781311857700348,2.741997718811035,0.01185212398560264,0.04877191065455929,2160396,3265915,-0.029809042811393738,0.062479808926582336,-6.409069577889199,84.41198002647042,2186298,3265919,-13.846031188964844,3.421368408203122,-4699.635405980616,321281.3835395161,65311,70557,0.0,0.0,-0.3471160781833035,15.00081140478487,2186298,3265919,-6.935050392150876,3.95674629211425
Pitcairn Islands,,,0,728,,,,,0,728,,,,,0,731,,,,,0,728,,,,,0,725,,,,,0,727,,,,,0,728,,,,,0,6,,,,,0,728,,
Poland,0.0011620657577206214,0.010847218738445862,4961032,5318818,-0.004848778247833252,0.014501214027404785,-0.09026460269267453,4.572664154626808,5238212,5318818,-0.20498648285865784,0.022420872747898196,-0.30628177873956175,0.6424708696894086,1931,5318606,-1.511969804763794,0.18229752033948898,-0.638842509014602,26.31245525146,5287255,5318818,0.0,0.0,0.20475786341920785,2.615403283477141,2741015,5318818,-1.827251100540161,4.603231668472281,0.014031345697883443,0.04279490076222688,4986069,5318862,-0.002546632289886469,0.05293304920196529,-7.260230205121155,95.44091401947189,5047846,5318862,-5.817197799682617,1.1291418075561523,12466.058190432052,213797.55960142837,77676,77894,0.0,0.0,-0.7076900226353974,19.28852069953339,5047846,5318862,-3.9740846157073975,0.832763671875
Portugal,-0.001623713158237037,0.019628861648324912,1100335,1260641,-0.03285545706748962,0.020563960075378418,2.0592073761601846,51.67734465122585,1142383,1260641,-4.197371482849121,6.855945444107038,-0.0718305287963514,0.5595497734397245,1037,1260503,-0.9130206108093262,0.25928903222083954,13.919868158937293,404.2221945247939,1203267,1260641,-16.118961906433103,13.770054626464734,0.09078008950449923,3.922714441210602,486861,1260675,-2.9446747303009033,2.559563636779785,0.0065774147226937635,0.10206216860655264,1100115,1260637,-0.09365653991699219,0.14313556551933268,-1.4464432700170304,130.07762533313195,1109193,1260636,-4.713613891601563,6.655944824218748,-34212.466833011626,325116.4635445039,21241,21701,0.0,0.0,0.2914975403288697,32.00986563566764,1109193,1260636,-0.778452968597412,4.614960670471191
